sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,155780,80800,236580,03/20/2023,2022
Communic/Electronics,B,212440,61500,273940,03/20/2023,2022
Construction,C,600885,75500,676385,03/20/2023,2022
Defense,D,52891,24300,77191,03/20/2023,2022
Energy/Nat Resource,E,196795,115500,312295,03/20/2023,2022
Finance/Insur/RealEst,F,2538298,412500,2950798,03/20/2023,2022
Health,H,516711,190700,707411,03/20/2023,2022
Lawyers & Lobbyists,K,671977,58400,730377,03/20/2023,2022
Transportation,M,260819,143500,404319,03/20/2023,2022
Misc Business,N,752941,142397,895338,03/20/2023,2022
Labor,P,0,5000,5000,03/20/2023,2022
Ideology/Single-Issue,Q,250811,381250,632061,03/20/2023,2022
Other,W,1609584,2000,1611584,03/20/2023,2022
