sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,4700,3500,8200,06/10/2019,2018
Communic/Electronics,B,7225,28000,35225,06/10/2019,2018
Construction,C,33600,0,33600,06/10/2019,2018
Defense,D,0,2000,2000,06/10/2019,2018
Energy/Nat Resource,E,6800,14500,21300,06/10/2019,2018
Finance/Insur/RealEst,F,40336,12500,52836,06/10/2019,2018
Health,H,70560,15500,86060,06/10/2019,2018
Lawyers & Lobbyists,K,42803,21500,64303,06/10/2019,2018
Transportation,M,5400,8000,13400,06/10/2019,2018
Misc Business,N,41475,19500,60975,06/10/2019,2018
Labor,P,0,125500,125500,06/10/2019,2018
Ideology/Single-Issue,Q,5750,16375,22125,06/10/2019,2018
Other,W,33840,1500,35340,06/10/2019,2018
