sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,103854,22700,126554,06/10/2019,2018
Communic/Electronics,B,2117931,49000,2166931,06/10/2019,2018
Construction,C,216421,13500,229921,06/10/2019,2018
Defense,D,21062,7500,28562,06/10/2019,2018
Energy/Nat Resource,E,80371,7900,88271,06/10/2019,2018
Finance/Insur/RealEst,F,1877619,42775,1920394,06/10/2019,2018
Health,H,662626,30000,692626,06/10/2019,2018
Lawyers & Lobbyists,K,2497549,77500,2575049,06/10/2019,2018
Transportation,M,108533,27000,135533,06/10/2019,2018
Misc Business,N,1269630,77512,1347142,06/10/2019,2018
Labor,P,11654,211450,223104,06/10/2019,2018
Ideology/Single-Issue,Q,994894,286910,1281804,06/10/2019,2018
Other,W,2563764,1000,2564764,06/10/2019,2018
