sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,55325,11000,66325,06/10/2019,2018
Communic/Electronics,B,228203,15300,243503,06/10/2019,2018
Construction,C,29259,6000,35259,06/10/2019,2018
Defense,D,3754,16000,19754,06/10/2019,2018
Energy/Nat Resource,E,6654,22000,28654,06/10/2019,2018
Finance/Insur/RealEst,F,717063,25000,742063,06/10/2019,2018
Health,H,96601,64000,160601,06/10/2019,2018
Lawyers & Lobbyists,K,203259,12500,215759,06/10/2019,2018
Transportation,M,5986,1000,6986,06/10/2019,2018
Misc Business,N,223518,11000,234518,06/10/2019,2018
Labor,P,6554,182700,189254,06/10/2019,2018
Ideology/Single-Issue,Q,404701,320231,724932,06/10/2019,2018
Other,W,822025,0,822025,06/10/2019,2018
