sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,18043,0,18043,06/10/2019,2018
Communic/Electronics,B,80621,0,80621,06/10/2019,2018
Construction,C,11803,4500,16303,06/10/2019,2018
Defense,D,1738,0,1738,06/10/2019,2018
Energy/Nat Resource,E,6023,0,6023,06/10/2019,2018
Finance/Insur/RealEst,F,194672,13500,208172,06/10/2019,2018
Health,H,63426,5000,68426,06/10/2019,2018
Lawyers & Lobbyists,K,121334,5000,126334,06/10/2019,2018
Transportation,M,6337,0,6337,06/10/2019,2018
Misc Business,N,138327,0,138327,06/10/2019,2018
Labor,P,4043,125000,129043,06/10/2019,2018
Ideology/Single-Issue,Q,247871,307669,555540,06/10/2019,2018
Other,W,388194,0,388194,06/10/2019,2018
