sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,500,107500,108000,06/10/2019,2018
Communic/Electronics,B,2708,33000,35708,06/10/2019,2018
Construction,C,3863,6000,9863,06/10/2019,2018
Defense,D,0,9500,9500,06/10/2019,2018
Energy/Nat Resource,E,507,29500,30007,06/10/2019,2018
Finance/Insur/RealEst,F,29418,87000,116418,06/10/2019,2018
Health,H,3112,14500,17612,06/10/2019,2018
Lawyers & Lobbyists,K,21021,25000,46021,06/10/2019,2018
Transportation,M,0,28000,28000,06/10/2019,2018
Misc Business,N,6509,47750,54259,06/10/2019,2018
Labor,P,0,170250,170250,06/10/2019,2018
Ideology/Single-Issue,Q,21700,32425,54125,06/10/2019,2018
Other,W,25166,10000,35166,06/10/2019,2018
