sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,10205,15500,25705,03/20/2023,2022
Communic/Electronics,B,22546,17500,40046,03/20/2023,2022
Construction,C,5759,114500,120259,03/20/2023,2022
Defense,D,0,13000,13000,03/20/2023,2022
Energy/Nat Resource,E,2750,25000,27750,03/20/2023,2022
Finance/Insur/RealEst,F,68930,144500,213430,03/20/2023,2022
Health,H,19819,166500,186319,03/20/2023,2022
Lawyers & Lobbyists,K,57878,45800,103678,03/20/2023,2022
Transportation,M,22215,109377,131592,03/20/2023,2022
Misc Business,N,49879,95000,144879,03/20/2023,2022
Labor,P,0,131500,131500,03/20/2023,2022
Ideology/Single-Issue,Q,26180,32512,58692,03/20/2023,2022
Other,W,58380,0,58380,03/20/2023,2022
