sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,750,5500,6250,06/10/2019,2018
Communic/Electronics,B,1000,28000,29000,06/10/2019,2018
Construction,C,1750,22500,24250,06/10/2019,2018
Defense,D,2700,18500,21200,06/10/2019,2018
Energy/Nat Resource,E,5750,3000,8750,06/10/2019,2018
Finance/Insur/RealEst,F,31800,8000,39800,06/10/2019,2018
Health,H,19200,28700,47900,06/10/2019,2018
Lawyers & Lobbyists,K,22353,11000,33353,06/10/2019,2018
Transportation,M,1250,99200,100450,06/10/2019,2018
Misc Business,N,24750,13500,38250,06/10/2019,2018
Labor,P,0,96200,96200,06/10/2019,2018
Ideology/Single-Issue,Q,5250,31975,37225,06/10/2019,2018
Other,W,16416,1000,17416,06/10/2019,2018
