sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,55970,33150,89120,03/20/2023,2022
Communic/Electronics,B,62020,52500,114520,03/20/2023,2022
Construction,C,24965,11500,36465,03/20/2023,2022
Defense,D,1500,40500,42000,03/20/2023,2022
Energy/Nat Resource,E,996,10000,10996,03/20/2023,2022
Finance/Insur/RealEst,F,197097,114500,311597,03/20/2023,2022
Health,H,68015,74500,142515,03/20/2023,2022
Lawyers & Lobbyists,K,193881,34000,227881,03/20/2023,2022
Transportation,M,5750,36000,41750,03/20/2023,2022
Misc Business,N,92575,56000,148575,03/20/2023,2022
Labor,P,0,161000,161000,03/20/2023,2022
Ideology/Single-Issue,Q,121877,48986,170863,03/20/2023,2022
Other,W,209045,2000,211045,03/20/2023,2022
