sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,31741,0,31741,06/10/2019,2018
Communic/Electronics,B,454772,0,454772,06/10/2019,2018
Construction,C,44789,0,44789,06/10/2019,2018
Defense,D,40536,2500,43036,06/10/2019,2018
Energy/Nat Resource,E,43502,0,43502,06/10/2019,2018
Finance/Insur/RealEst,F,1274664,2000,1276664,06/10/2019,2018
Health,H,206304,5000,211304,06/10/2019,2018
Lawyers & Lobbyists,K,507384,12500,519884,06/10/2019,2018
Transportation,M,33834,0,33834,06/10/2019,2018
Misc Business,N,462588,0,462588,06/10/2019,2018
Labor,P,3025,198500,201525,06/10/2019,2018
Ideology/Single-Issue,Q,821059,415650,1236709,06/10/2019,2018
Other,W,1457376,0,1457376,06/10/2019,2018
