sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,58148,29050,87198,03/20/2023,2022
Communic/Electronics,B,18660,36000,54660,03/20/2023,2022
Construction,C,9325,30000,39325,03/20/2023,2022
Defense,D,3378,7000,10378,03/20/2023,2022
Energy/Nat Resource,E,69215,170500,239715,03/20/2023,2022
Finance/Insur/RealEst,F,195929,92900,288829,03/20/2023,2022
Health,H,33572,28500,62072,03/20/2023,2022
Lawyers & Lobbyists,K,104312,22500,126812,03/20/2023,2022
Transportation,M,17190,48500,65690,03/20/2023,2022
Misc Business,N,75568,64500,140068,03/20/2023,2022
Ideology/Single-Issue,Q,388767,381450,770217,03/20/2023,2022
Other,W,228355,0,228355,03/20/2023,2022
