sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,225188,63500,288688,06/10/2019,2018
Communic/Electronics,B,400775,305280,706055,06/10/2019,2018
Construction,C,331359,35000,366359,06/10/2019,2018
Defense,D,31445,20956,52401,06/10/2019,2018
Energy/Nat Resource,E,334658,205200,539858,06/10/2019,2018
Finance/Insur/RealEst,F,1731809,230238,1962047,06/10/2019,2018
Health,H,524671,489886,1014557,06/10/2019,2018
Lawyers & Lobbyists,K,596677,59450,656127,06/10/2019,2018
Transportation,M,284275,84995,369270,06/10/2019,2018
Misc Business,N,970785,221900,1192685,06/10/2019,2018
Labor,P,100,5495,5595,06/10/2019,2018
Ideology/Single-Issue,Q,1197803,771703,1969506,06/10/2019,2018
Other,W,1860377,12000,1872377,06/10/2019,2018
