sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,33100,13500,46600,06/10/2019,2018
Communic/Electronics,B,31700,5000,36700,06/10/2019,2018
Construction,C,53800,11700,65500,06/10/2019,2018
Defense,D,500,4500,5000,06/10/2019,2018
Energy/Nat Resource,E,17500,9500,27000,06/10/2019,2018
Finance/Insur/RealEst,F,254428,37500,291928,06/10/2019,2018
Health,H,65718,7500,73218,06/10/2019,2018
Lawyers & Lobbyists,K,84968,1000,85968,06/10/2019,2018
Transportation,M,49900,11000,60900,06/10/2019,2018
Misc Business,N,92650,27500,120150,06/10/2019,2018
Labor,P,2500,0,2500,06/10/2019,2018
Ideology/Single-Issue,Q,110637,278796,389433,06/10/2019,2018
Other,W,220634,0,220634,06/10/2019,2018
