sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,0,9000,9000,06/10/2019,2018
Communic/Electronics,B,5469,13000,18469,06/10/2019,2018
Construction,C,22597,13500,36097,06/10/2019,2018
Defense,D,0,37000,37000,06/10/2019,2018
Energy/Nat Resource,E,5050,7000,12050,06/10/2019,2018
Finance/Insur/RealEst,F,52204,69200,121404,06/10/2019,2018
Health,H,56025,30500,86525,06/10/2019,2018
Lawyers & Lobbyists,K,66775,21000,87775,06/10/2019,2018
Transportation,M,500,98000,98500,06/10/2019,2018
Misc Business,N,32166,18000,50166,06/10/2019,2018
Labor,P,3650,186000,189650,06/10/2019,2018
Ideology/Single-Issue,Q,40400,21525,61925,06/10/2019,2018
Other,W,58701,3000,61701,06/10/2019,2018
