sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,1500,7500,9000,06/10/2019,2018
Communic/Electronics,B,7150,57000,64150,06/10/2019,2018
Construction,C,10950,50506,61456,06/10/2019,2018
Defense,D,250,29000,29250,06/10/2019,2018
Energy/Nat Resource,E,65525,128500,194025,06/10/2019,2018
Finance/Insur/RealEst,F,19300,37000,56300,06/10/2019,2018
Health,H,27650,158500,186150,06/10/2019,2018
Lawyers & Lobbyists,K,61150,8000,69150,06/10/2019,2018
Transportation,M,6700,27500,34200,06/10/2019,2018
Misc Business,N,19550,44500,64050,06/10/2019,2018
Labor,P,200,250250,250450,06/10/2019,2018
Ideology/Single-Issue,Q,17600,58500,76100,06/10/2019,2018
Other,W,45460,2000,47460,06/10/2019,2018
