sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,12250,15000,27250,03/20/2023,2022
Communic/Electronics,B,4150,2000,6150,03/20/2023,2022
Construction,C,16250,19500,35750,03/20/2023,2022
Defense,D,26000,40500,66500,03/20/2023,2022
Energy/Nat Resource,E,17300,7000,24300,03/20/2023,2022
Finance/Insur/RealEst,F,78251,92500,170751,03/20/2023,2022
Health,H,45025,41500,86525,03/20/2023,2022
Lawyers & Lobbyists,K,20100,8000,28100,03/20/2023,2022
Transportation,M,6000,42900,48900,03/20/2023,2022
Misc Business,N,16550,16000,32550,03/20/2023,2022
Labor,P,0,8500,8500,03/20/2023,2022
Ideology/Single-Issue,Q,66384,53775,120159,03/20/2023,2022
Other,W,150575,0,150575,03/20/2023,2022
