sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,34000,36195,70195,03/20/2023,2022
Communic/Electronics,B,57257,26500,83757,03/20/2023,2022
Construction,C,108758,109000,217758,03/20/2023,2022
Defense,D,7815,6500,14315,03/20/2023,2022
Energy/Nat Resource,E,64468,14000,78468,03/20/2023,2022
Finance/Insur/RealEst,F,859076,78500,937576,03/20/2023,2022
Health,H,87419,25500,112919,03/20/2023,2022
Lawyers & Lobbyists,K,127716,2917,130633,03/20/2023,2022
Transportation,M,23983,64000,87983,03/20/2023,2022
Misc Business,N,241504,52250,293754,03/20/2023,2022
Labor,P,0,135833,135833,03/20/2023,2022
Ideology/Single-Issue,Q,183747,496650,680397,03/20/2023,2022
Other,W,612643,0,612643,03/20/2023,2022
