sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,4320,9000,13320,03/20/2023,2022
Communic/Electronics,B,36975,37990,74965,03/20/2023,2022
Construction,C,13825,0,13825,03/20/2023,2022
Energy/Nat Resource,E,2410,5000,7410,03/20/2023,2022
Finance/Insur/RealEst,F,81215,30500,111715,03/20/2023,2022
Health,H,41875,95000,136875,03/20/2023,2022
Lawyers & Lobbyists,K,159535,15250,174785,03/20/2023,2022
Transportation,M,1200,20000,21200,03/20/2023,2022
Misc Business,N,69633,33500,103133,03/20/2023,2022
Labor,P,175,193500,193675,03/20/2023,2022
Ideology/Single-Issue,Q,167762,31887,199649,03/20/2023,2022
Other,W,223171,1000,224171,03/20/2023,2022
