sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,21000,1000,22000,06/10/2019,2018
Communic/Electronics,B,19126,8000,27126,06/10/2019,2018
Construction,C,42975,4500,47475,06/10/2019,2018
Defense,D,20462,6500,26962,06/10/2019,2018
Energy/Nat Resource,E,10700,14500,25200,06/10/2019,2018
Finance/Insur/RealEst,F,144450,34500,178950,06/10/2019,2018
Health,H,137046,11000,148046,06/10/2019,2018
Lawyers & Lobbyists,K,74089,1875,75964,06/10/2019,2018
Transportation,M,32452,15500,47952,06/10/2019,2018
Misc Business,N,91425,16000,107425,06/10/2019,2018
Ideology/Single-Issue,Q,32261,208324,240585,06/10/2019,2018
Other,W,188076,1000,189076,06/10/2019,2018
