sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,17400,33500,50900,03/20/2023,2022
Communic/Electronics,B,8525,0,8525,03/20/2023,2022
Construction,C,30889,6500,37389,03/20/2023,2022
Defense,D,3000,5500,8500,03/20/2023,2022
Energy/Nat Resource,E,28843,21500,50343,03/20/2023,2022
Finance/Insur/RealEst,F,39610,19000,58610,03/20/2023,2022
Health,H,58140,7500,65640,03/20/2023,2022
Lawyers & Lobbyists,K,23662,2000,25662,03/20/2023,2022
Transportation,M,29855,10050,39905,03/20/2023,2022
Misc Business,N,51000,7000,58000,03/20/2023,2022
Ideology/Single-Issue,Q,49190,117150,166340,03/20/2023,2022
Other,W,48450,0,48450,03/20/2023,2022
