sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,72171,136500,208671,03/20/2023,2022
Communic/Electronics,B,332965,146500,479465,03/20/2023,2022
Construction,C,81386,34000,115386,03/20/2023,2022
Defense,D,50420,68000,118420,03/20/2023,2022
Energy/Nat Resource,E,81545,130000,211545,03/20/2023,2022
Finance/Insur/RealEst,F,735312,222300,957612,03/20/2023,2022
Health,H,431860,274050,705910,03/20/2023,2022
Lawyers & Lobbyists,K,782759,53300,836059,03/20/2023,2022
Transportation,M,157151,236200,393351,03/20/2023,2022
Misc Business,N,359029,112300,471329,03/20/2023,2022
Labor,P,20298,222750,243048,03/20/2023,2022
Ideology/Single-Issue,Q,2383970,529680,2913650,03/20/2023,2022
Other,W,3685563,1000,3686563,03/20/2023,2022
