sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,3650,18000,21650,03/20/2023,2022
Communic/Electronics,B,50616,12000,62616,03/20/2023,2022
Construction,C,4000,0,4000,03/20/2023,2022
Defense,D,0,4000,4000,03/20/2023,2022
Energy/Nat Resource,E,2100,13500,15600,03/20/2023,2022
Finance/Insur/RealEst,F,111473,51000,162473,03/20/2023,2022
Health,H,38765,52500,91265,03/20/2023,2022
Lawyers & Lobbyists,K,77435,12750,90185,03/20/2023,2022
Transportation,M,3180,7500,10680,03/20/2023,2022
Misc Business,N,12574,39500,52074,03/20/2023,2022
Labor,P,2270,138500,140770,03/20/2023,2022
Ideology/Single-Issue,Q,89418,47695,137113,03/20/2023,2022
Other,W,164352,0,164352,03/20/2023,2022
