sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,340723,140800,481523,06/10/2019,2018
Communic/Electronics,B,249224,75750,324974,06/10/2019,2018
Construction,C,702425,49600,752025,06/10/2019,2018
Defense,D,11850,7000,18850,06/10/2019,2018
Energy/Nat Resource,E,1206780,316000,1522780,06/10/2019,2018
Finance/Insur/RealEst,F,2696421,268375,2964796,06/10/2019,2018
Health,H,1793568,890606,2684174,06/10/2019,2018
Lawyers & Lobbyists,K,644441,80000,724441,06/10/2019,2018
Transportation,M,542240,173600,715840,06/10/2019,2018
Misc Business,N,1201476,252500,1453976,06/10/2019,2018
Labor,P,0,13918,13918,06/10/2019,2018
Ideology/Single-Issue,Q,387304,866749,1254053,06/10/2019,2018
Other,W,1175807,7500,1183307,06/10/2019,2018
