sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,43885,31500,75385,06/10/2019,2018
Communic/Electronics,B,9650,6000,15650,06/10/2019,2018
Construction,C,15675,17500,33175,06/10/2019,2018
Defense,D,3200,6000,9200,06/10/2019,2018
Energy/Nat Resource,E,17270,36000,53270,06/10/2019,2018
Finance/Insur/RealEst,F,46845,22500,69345,06/10/2019,2018
Health,H,6430,5500,11930,06/10/2019,2018
Lawyers & Lobbyists,K,15800,2600,18400,06/10/2019,2018
Transportation,M,9940,4000,13940,06/10/2019,2018
Misc Business,N,35410,13500,48910,06/10/2019,2018
Ideology/Single-Issue,Q,158963,95000,253963,06/10/2019,2018
Other,W,82057,0,82057,06/10/2019,2018
