sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,1250,31500,32750,03/20/2023,2022
Communic/Electronics,B,2000,15000,17000,03/20/2023,2022
Construction,C,10701,27500,38201,03/20/2023,2022
Defense,D,250,10750,11000,03/20/2023,2022
Energy/Nat Resource,E,7350,57500,64850,03/20/2023,2022
Finance/Insur/RealEst,F,105630,324500,430130,03/20/2023,2022
Health,H,18907,21000,39907,03/20/2023,2022
Lawyers & Lobbyists,K,67355,18000,85355,03/20/2023,2022
Transportation,M,18300,47500,65800,03/20/2023,2022
Misc Business,N,25450,46000,71450,03/20/2023,2022
Labor,P,0,6000,6000,03/20/2023,2022
Ideology/Single-Issue,Q,23450,129300,152750,03/20/2023,2022
Other,W,26520,0,26520,03/20/2023,2022
