sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,10,0,10,03/20/2023,2022
Communic/Electronics,B,40522,0,40522,03/20/2023,2022
Construction,C,7006,1500,8506,03/20/2023,2022
Defense,D,250,0,250,03/20/2023,2022
Energy/Nat Resource,E,250,0,250,03/20/2023,2022
Finance/Insur/RealEst,F,110910,8000,118910,03/20/2023,2022
Health,H,23520,2500,26020,03/20/2023,2022
Lawyers & Lobbyists,K,43075,6500,49575,03/20/2023,2022
Transportation,M,470,2000,2470,03/20/2023,2022
Misc Business,N,37346,1000,38346,03/20/2023,2022
Labor,P,0,111000,111000,03/20/2023,2022
Ideology/Single-Issue,Q,42900,62062,104962,03/20/2023,2022
Other,W,155379,0,155379,03/20/2023,2022
