sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,52463,274900,327363,06/10/2019,2018
Communic/Electronics,B,44620,90040,134660,06/10/2019,2018
Construction,C,132830,58000,190830,06/10/2019,2018
Defense,D,2000,106500,108500,06/10/2019,2018
Energy/Nat Resource,E,299953,399200,699153,06/10/2019,2018
Finance/Insur/RealEst,F,272805,203500,476305,06/10/2019,2018
Health,H,44310,116500,160810,06/10/2019,2018
Lawyers & Lobbyists,K,135125,38750,173875,06/10/2019,2018
Transportation,M,69465,87500,156965,06/10/2019,2018
Misc Business,N,209775,156750,366525,06/10/2019,2018
Labor,P,0,21525,21525,06/10/2019,2018
Ideology/Single-Issue,Q,65650,348614,414264,06/10/2019,2018
Other,W,115359,5500,120859,06/10/2019,2018
