sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,15300,8700,24000,06/10/2019,2018
Communic/Electronics,B,3200,8000,11200,06/10/2019,2018
Construction,C,15500,16500,32000,06/10/2019,2018
Energy/Nat Resource,E,18150,66000,84150,06/10/2019,2018
Finance/Insur/RealEst,F,24200,2000,26200,06/10/2019,2018
Health,H,36106,72500,108606,06/10/2019,2018
Lawyers & Lobbyists,K,10500,4000,14500,06/10/2019,2018
Transportation,M,22950,3500,26450,06/10/2019,2018
Misc Business,N,18625,2000,20625,06/10/2019,2018
Labor,P,0,0,0,06/10/2019,2018
Ideology/Single-Issue,Q,33963,26849,60812,06/10/2019,2018
Other,W,39865,0,39865,06/10/2019,2018
