sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,27650,12500,40150,06/10/2019,2018
Communic/Electronics,B,13000,25500,38500,06/10/2019,2018
Construction,C,6750,15000,21750,06/10/2019,2018
Defense,D,9700,87000,96700,06/10/2019,2018
Energy/Nat Resource,E,18715,46250,64965,06/10/2019,2018
Finance/Insur/RealEst,F,138850,128500,267350,06/10/2019,2018
Health,H,53490,233671,287161,06/10/2019,2018
Lawyers & Lobbyists,K,53275,8750,62025,06/10/2019,2018
Transportation,M,32600,38000,70600,06/10/2019,2018
Misc Business,N,78460,68913,147373,06/10/2019,2018
Labor,P,0,4000,4000,06/10/2019,2018
Ideology/Single-Issue,Q,1200,57859,59059,06/10/2019,2018
Other,W,83380,1000,84380,06/10/2019,2018
