sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,62254,201100,263354,06/10/2019,2018
Communic/Electronics,B,10060,120000,130060,06/10/2019,2018
Construction,C,12700,46500,59200,06/10/2019,2018
Defense,D,1000,9000,10000,06/10/2019,2018
Energy/Nat Resource,E,7660,137997,145657,06/10/2019,2018
Finance/Insur/RealEst,F,81170,187000,268170,06/10/2019,2018
Health,H,54950,327500,382450,06/10/2019,2018
Lawyers & Lobbyists,K,60928,21000,81928,06/10/2019,2018
Transportation,M,17250,69500,86750,06/10/2019,2018
Misc Business,N,65480,200356,265836,06/10/2019,2018
Labor,P,0,93500,93500,06/10/2019,2018
Ideology/Single-Issue,Q,31001,48278,79279,06/10/2019,2018
Other,W,59593,3000,62593,06/10/2019,2018
