sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,4316,0,4316,03/20/2023,2022
Communic/Electronics,B,13075,4500,17575,03/20/2023,2022
Construction,C,4215,0,4215,03/20/2023,2022
Defense,D,0,3000,3000,03/20/2023,2022
Energy/Nat Resource,E,2500,4500,7000,03/20/2023,2022
Finance/Insur/RealEst,F,103008,18500,121508,03/20/2023,2022
Health,H,19120,9500,28620,03/20/2023,2022
Lawyers & Lobbyists,K,109216,3500,112716,03/20/2023,2022
Transportation,M,7700,6000,13700,03/20/2023,2022
Misc Business,N,36166,12500,48666,03/20/2023,2022
Labor,P,0,65000,65000,03/20/2023,2022
Ideology/Single-Issue,Q,727477,86550,814027,03/20/2023,2022
Other,W,81795,0,81795,03/20/2023,2022
