sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,23790,84863,108653,06/10/2019,2018
Communic/Electronics,B,43850,131000,174850,06/10/2019,2018
Construction,C,42100,40500,82600,06/10/2019,2018
Defense,D,6350,48250,54600,06/10/2019,2018
Energy/Nat Resource,E,17100,144500,161600,06/10/2019,2018
Finance/Insur/RealEst,F,148925,120400,269325,06/10/2019,2018
Health,H,61750,151700,213450,06/10/2019,2018
Lawyers & Lobbyists,K,61450,18500,79950,06/10/2019,2018
Transportation,M,30325,68000,98325,06/10/2019,2018
Misc Business,N,75924,115863,191787,06/10/2019,2018
Labor,P,9600,76500,86100,06/10/2019,2018
Ideology/Single-Issue,Q,47500,116400,163900,06/10/2019,2018
Other,W,62550,1000,63550,06/10/2019,2018
