sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,13637,108000,121637,03/20/2023,2022
Communic/Electronics,B,36050,50790,86840,03/20/2023,2022
Construction,C,76450,45500,121950,03/20/2023,2022
Defense,D,233200,284500,517700,03/20/2023,2022
Energy/Nat Resource,E,4500,47500,52000,03/20/2023,2022
Finance/Insur/RealEst,F,131457,115500,246957,03/20/2023,2022
Health,H,35150,37500,72650,03/20/2023,2022
Lawyers & Lobbyists,K,158450,47580,206030,03/20/2023,2022
Transportation,M,31650,65490,97140,03/20/2023,2022
Misc Business,N,69750,53750,123500,03/20/2023,2022
Labor,P,0,17500,17500,03/20/2023,2022
Ideology/Single-Issue,Q,47000,151500,198500,03/20/2023,2022
Other,W,71897,1000,72897,03/20/2023,2022
