sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,35426,57115,92541,03/20/2023,2022
Communic/Electronics,B,55343,19000,74343,03/20/2023,2022
Construction,C,83640,55500,139140,03/20/2023,2022
Defense,D,5493,6000,11493,03/20/2023,2022
Energy/Nat Resource,E,142177,90500,232677,03/20/2023,2022
Finance/Insur/RealEst,F,603464,167000,770464,03/20/2023,2022
Health,H,92408,92500,184908,03/20/2023,2022
Lawyers & Lobbyists,K,169683,7750,177433,03/20/2023,2022
Transportation,M,80130,89390,169520,03/20/2023,2022
Misc Business,N,223347,65857,289204,03/20/2023,2022
Labor,P,75,34000,34075,03/20/2023,2022
Ideology/Single-Issue,Q,130085,258334,388419,03/20/2023,2022
Other,W,464694,2000,466694,03/20/2023,2022
