sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,12717,33000,45717,03/20/2023,2022
Communic/Electronics,B,266254,54550,320804,03/20/2023,2022
Construction,C,68128,9800,77928,03/20/2023,2022
Defense,D,20686,104750,125436,03/20/2023,2022
Energy/Nat Resource,E,46383,12500,58883,03/20/2023,2022
Finance/Insur/RealEst,F,915744,189500,1105244,03/20/2023,2022
Health,H,192177,133500,325677,03/20/2023,2022
Lawyers & Lobbyists,K,513114,21350,534464,03/20/2023,2022
Transportation,M,6310,40000,46310,03/20/2023,2022
Misc Business,N,226216,47500,273716,03/20/2023,2022
Labor,P,6473,196000,202473,03/20/2023,2022
Ideology/Single-Issue,Q,283474,453867,737341,03/20/2023,2022
Other,W,870333,0,870333,03/20/2023,2022
