sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,2210,21148,23358,03/20/2023,2022
Communic/Electronics,B,3000,40000,43000,03/20/2023,2022
Construction,C,9301,35500,44801,03/20/2023,2022
Defense,D,0,2000,2000,03/20/2023,2022
Energy/Nat Resource,E,25850,87000,112850,03/20/2023,2022
Finance/Insur/RealEst,F,36950,218000,254950,03/20/2023,2022
Health,H,27865,199000,226865,03/20/2023,2022
Lawyers & Lobbyists,K,57142,6500,63642,03/20/2023,2022
Transportation,M,43545,56500,100045,03/20/2023,2022
Misc Business,N,34275,62499,96774,03/20/2023,2022
Labor,P,0,30000,30000,03/20/2023,2022
Ideology/Single-Issue,Q,22425,69300,91725,03/20/2023,2022
Other,W,56927,0,56927,03/20/2023,2022
