sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,25950,14534,40484,06/10/2019,2018
Communic/Electronics,B,8900,2000,10900,06/10/2019,2018
Construction,C,24320,4000,28320,06/10/2019,2018
Defense,D,0,4000,4000,06/10/2019,2018
Energy/Nat Resource,E,54000,10000,64000,06/10/2019,2018
Finance/Insur/RealEst,F,104730,10000,114730,06/10/2019,2018
Health,H,58245,9500,67745,06/10/2019,2018
Lawyers & Lobbyists,K,10730,1000,11730,06/10/2019,2018
Transportation,M,6950,8500,15450,06/10/2019,2018
Misc Business,N,37350,4500,41850,06/10/2019,2018
Labor,P,0,1500,1500,06/10/2019,2018
Ideology/Single-Issue,Q,31881,32030,63911,06/10/2019,2018
Other,W,147605,0,147605,06/10/2019,2018
