sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,139945,104500,244445,03/20/2023,2022
Communic/Electronics,B,600,0,600,03/20/2023,2022
Construction,C,16000,19500,35500,03/20/2023,2022
Defense,D,0,4000,4000,03/20/2023,2022
Energy/Nat Resource,E,11241,14000,25241,03/20/2023,2022
Finance/Insur/RealEst,F,122509,9500,132009,03/20/2023,2022
Health,H,8150,2000,10150,03/20/2023,2022
Lawyers & Lobbyists,K,11120,0,11120,03/20/2023,2022
Transportation,M,2675,45495,48170,03/20/2023,2022
Misc Business,N,67567,16500,84067,03/20/2023,2022
Labor,P,0,2500,2500,03/20/2023,2022
Ideology/Single-Issue,Q,1000,58400,59400,03/20/2023,2022
Other,W,133252,0,133252,03/20/2023,2022
