sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,26325,33500,59825,03/20/2023,2022
Communic/Electronics,B,61055,19000,80055,03/20/2023,2022
Construction,C,13554,34000,47554,03/20/2023,2022
Defense,D,340,20000,20340,03/20/2023,2022
Energy/Nat Resource,E,1495,18500,19995,03/20/2023,2022
Finance/Insur/RealEst,F,119025,73000,192025,03/20/2023,2022
Health,H,62078,148500,210578,03/20/2023,2022
Lawyers & Lobbyists,K,111964,11000,122964,03/20/2023,2022
Transportation,M,1925,112750,114675,03/20/2023,2022
Misc Business,N,41393,15500,56893,03/20/2023,2022
Labor,P,0,255900,255900,03/20/2023,2022
Ideology/Single-Issue,Q,67350,288829,356179,03/20/2023,2022
Other,W,319281,2000,321281,03/20/2023,2022
