sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,20723,15500,36223,06/10/2019,2018
Communic/Electronics,B,68426,86840,155266,06/10/2019,2018
Construction,C,33483,21000,54483,06/10/2019,2018
Defense,D,1826,19000,20826,06/10/2019,2018
Energy/Nat Resource,E,5762,14000,19762,06/10/2019,2018
Finance/Insur/RealEst,F,516031,212000,728031,06/10/2019,2018
Health,H,146737,191600,338337,06/10/2019,2018
Lawyers & Lobbyists,K,280958,20500,301458,06/10/2019,2018
Transportation,M,11846,22250,34096,06/10/2019,2018
Misc Business,N,152441,94913,247354,06/10/2019,2018
Labor,P,1484,170500,171984,06/10/2019,2018
Ideology/Single-Issue,Q,280943,296325,577268,06/10/2019,2018
Other,W,587767,1000,588767,06/10/2019,2018
