sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,14662,99103,113765,06/10/2019,2018
Communic/Electronics,B,17700,67000,84700,06/10/2019,2018
Construction,C,60750,64000,124750,06/10/2019,2018
Defense,D,59200,215900,275100,06/10/2019,2018
Energy/Nat Resource,E,22300,99250,121550,06/10/2019,2018
Finance/Insur/RealEst,F,934971,869600,1804571,06/10/2019,2018
Health,H,8900,57500,66400,06/10/2019,2018
Lawyers & Lobbyists,K,238563,102250,340813,06/10/2019,2018
Transportation,M,53500,92500,146000,06/10/2019,2018
Misc Business,N,85100,122000,207100,06/10/2019,2018
Labor,P,0,28500,28500,06/10/2019,2018
Ideology/Single-Issue,Q,11700,183150,194850,06/10/2019,2018
Other,W,29250,7000,36250,06/10/2019,2018
