sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,27051,23000,50051,03/20/2023,2022
Communic/Electronics,B,125391,34800,160191,03/20/2023,2022
Construction,C,17030,17500,34530,03/20/2023,2022
Defense,D,35997,69500,105497,03/20/2023,2022
Energy/Nat Resource,E,11890,2500,14390,03/20/2023,2022
Finance/Insur/RealEst,F,318479,90000,408479,03/20/2023,2022
Health,H,87578,16500,104078,03/20/2023,2022
Lawyers & Lobbyists,K,280216,21000,301216,03/20/2023,2022
Transportation,M,30416,7000,37416,03/20/2023,2022
Misc Business,N,106655,30038,136693,03/20/2023,2022
Labor,P,300,210000,210300,03/20/2023,2022
Ideology/Single-Issue,Q,289267,355454,644721,03/20/2023,2022
Other,W,701004,0,701004,03/20/2023,2022
