sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,35600,21000,56600,06/10/2019,2018
Communic/Electronics,B,93701,258000,351701,06/10/2019,2018
Construction,C,9750,11500,21250,06/10/2019,2018
Defense,D,0,17500,17500,06/10/2019,2018
Energy/Nat Resource,E,21150,173619,194769,06/10/2019,2018
Finance/Insur/RealEst,F,103533,160000,263533,06/10/2019,2018
Health,H,144705,683250,827955,06/10/2019,2018
Lawyers & Lobbyists,K,167333,68364,235697,06/10/2019,2018
Transportation,M,2500,78000,80500,06/10/2019,2018
Misc Business,N,105975,162333,268308,06/10/2019,2018
Labor,P,25,224500,224525,06/10/2019,2018
Ideology/Single-Issue,Q,20500,17500,38000,06/10/2019,2018
Other,W,39196,5000,44196,06/10/2019,2018
