sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,2950,26258,29208,06/10/2019,2018
Communic/Electronics,B,20625,8000,28625,06/10/2019,2018
Construction,C,2750,21000,23750,06/10/2019,2018
Defense,D,0,48000,48000,06/10/2019,2018
Energy/Nat Resource,E,1500,18000,19500,06/10/2019,2018
Finance/Insur/RealEst,F,27602,25500,53102,06/10/2019,2018
Health,H,15950,28000,43950,06/10/2019,2018
Lawyers & Lobbyists,K,27900,13500,41400,06/10/2019,2018
Transportation,M,7500,64500,72000,06/10/2019,2018
Misc Business,N,12300,62500,74800,06/10/2019,2018
Labor,P,5000,167000,172000,06/10/2019,2018
Ideology/Single-Issue,Q,43875,13488,57363,06/10/2019,2018
Other,W,140758,1000,141758,06/10/2019,2018
