sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,30275,16000,46275,06/10/2019,2018
Communic/Electronics,B,44739,34390,79129,06/10/2019,2018
Construction,C,55644,6000,61644,06/10/2019,2018
Defense,D,6900,60500,67400,06/10/2019,2018
Energy/Nat Resource,E,30405,2500,32905,06/10/2019,2018
Finance/Insur/RealEst,F,465660,234500,700160,06/10/2019,2018
Health,H,104140,54500,158640,06/10/2019,2018
Lawyers & Lobbyists,K,398310,21371,419681,06/10/2019,2018
Transportation,M,46135,23000,69135,06/10/2019,2018
Misc Business,N,291696,54685,346381,06/10/2019,2018
Labor,P,0,193000,193000,06/10/2019,2018
Ideology/Single-Issue,Q,115095,258281,373376,06/10/2019,2018
Other,W,217411,0,217411,06/10/2019,2018
