sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,16708,24500,41208,06/10/2019,2018
Communic/Electronics,B,11393,25750,37143,06/10/2019,2018
Construction,C,10027,14500,24527,06/10/2019,2018
Defense,D,5400,27000,32400,06/10/2019,2018
Energy/Nat Resource,E,16013,500,16513,06/10/2019,2018
Finance/Insur/RealEst,F,267809,163500,431309,06/10/2019,2018
Health,H,29302,48500,77802,06/10/2019,2018
Lawyers & Lobbyists,K,105823,7000,112823,06/10/2019,2018
Transportation,M,9,36500,36509,06/10/2019,2018
Misc Business,N,82543,62000,144543,06/10/2019,2018
Labor,P,5005,58500,63505,06/10/2019,2018
Ideology/Single-Issue,Q,58058,26449,84507,06/10/2019,2018
Other,W,67042,0,67042,06/10/2019,2018
