sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,2850,1000,3850,06/10/2019,2018
Communic/Electronics,B,25600,33361,58961,06/10/2019,2018
Construction,C,23655,13000,36655,06/10/2019,2018
Defense,D,45550,102000,147550,06/10/2019,2018
Energy/Nat Resource,E,4850,4500,9350,06/10/2019,2018
Finance/Insur/RealEst,F,80326,54000,134326,06/10/2019,2018
Health,H,47850,51250,99100,06/10/2019,2018
Lawyers & Lobbyists,K,77455,22500,99955,06/10/2019,2018
Transportation,M,2150,4000,6150,06/10/2019,2018
Misc Business,N,23650,30500,54150,06/10/2019,2018
Labor,P,6950,182250,189200,06/10/2019,2018
Ideology/Single-Issue,Q,8575,29500,38075,06/10/2019,2018
Other,W,68811,0,68811,06/10/2019,2018
