sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,42832,100650,143482,03/20/2023,2022
Communic/Electronics,B,61392,115500,176892,03/20/2023,2022
Construction,C,15653,34500,50153,03/20/2023,2022
Defense,D,21250,55500,76750,03/20/2023,2022
Energy/Nat Resource,E,62772,272750,335522,03/20/2023,2022
Finance/Insur/RealEst,F,360398,182300,542698,03/20/2023,2022
Health,H,79143,44000,123143,03/20/2023,2022
Lawyers & Lobbyists,K,105134,51050,156184,03/20/2023,2022
Transportation,M,41498,104000,145498,03/20/2023,2022
Misc Business,N,120957,121155,242112,03/20/2023,2022
Labor,P,0,14000,14000,03/20/2023,2022
Ideology/Single-Issue,Q,231732,402987,634719,03/20/2023,2022
Other,W,238115,3000,241115,03/20/2023,2022
