sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,2500,10150,12650,06/10/2019,2018
Communic/Electronics,B,6401,11000,17401,06/10/2019,2018
Construction,C,9912,15000,24912,06/10/2019,2018
Defense,D,500,18500,19000,06/10/2019,2018
Energy/Nat Resource,E,2503,16500,19003,06/10/2019,2018
Finance/Insur/RealEst,F,25437,19000,44437,06/10/2019,2018
Health,H,16451,25000,41451,06/10/2019,2018
Lawyers & Lobbyists,K,36498,13750,50248,06/10/2019,2018
Transportation,M,1500,14500,16000,06/10/2019,2018
Misc Business,N,12001,21750,33751,06/10/2019,2018
Labor,P,0,167000,167000,06/10/2019,2018
Ideology/Single-Issue,Q,2800,8500,11300,06/10/2019,2018
Other,W,19362,1000,20362,06/10/2019,2018
