sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,24188,0,24188,06/10/2019,2018
Communic/Electronics,B,371572,0,371572,06/10/2019,2018
Construction,C,48512,0,48512,06/10/2019,2018
Defense,D,1837,0,1837,06/10/2019,2018
Energy/Nat Resource,E,43231,0,43231,06/10/2019,2018
Finance/Insur/RealEst,F,1010949,0,1010949,06/10/2019,2018
Health,H,232337,0,232337,06/10/2019,2018
Lawyers & Lobbyists,K,546995,6000,552995,06/10/2019,2018
Transportation,M,8626,0,8626,06/10/2019,2018
Misc Business,N,348521,0,348521,06/10/2019,2018
Labor,P,1327,64200,65527,06/10/2019,2018
Ideology/Single-Issue,Q,481532,320146,801678,06/10/2019,2018
Other,W,1276345,0,1276345,06/10/2019,2018
