sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,96123,0,96123,06/10/2019,2018
Communic/Electronics,B,1205815,1000,1206815,06/10/2019,2018
Construction,C,129269,5000,134269,06/10/2019,2018
Defense,D,33047,5000,38047,06/10/2019,2018
Energy/Nat Resource,E,95262,0,95262,06/10/2019,2018
Finance/Insur/RealEst,F,1128797,11000,1139797,06/10/2019,2018
Health,H,737158,11000,748158,06/10/2019,2018
Lawyers & Lobbyists,K,1231553,14000,1245553,06/10/2019,2018
Transportation,M,72504,0,72504,06/10/2019,2018
Misc Business,N,744999,1000,745999,06/10/2019,2018
Labor,P,20357,204775,225132,06/10/2019,2018
Ideology/Single-Issue,Q,2810796,194898,3005694,06/10/2019,2018
Other,W,5865674,1000,5866674,06/10/2019,2018
