sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,148177,419500,567677,03/20/2023,2022
Communic/Electronics,B,738614,166500,905114,03/20/2023,2022
Construction,C,169973,42000,211973,03/20/2023,2022
Defense,D,16651,58000,74651,03/20/2023,2022
Energy/Nat Resource,E,112539,151000,263539,03/20/2023,2022
Finance/Insur/RealEst,F,1874336,758799,2633135,03/20/2023,2022
Health,H,839032,342250,1181282,03/20/2023,2022
Lawyers & Lobbyists,K,1483011,159852,1642863,03/20/2023,2022
Transportation,M,110557,52000,162557,03/20/2023,2022
Misc Business,N,1013803,253950,1267753,03/20/2023,2022
Labor,P,31627,550000,581627,03/20/2023,2022
Ideology/Single-Issue,Q,3022356,1127366,4149722,03/20/2023,2022
Other,W,4505706,11500,4517206,03/20/2023,2022
