sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,128260,6500,134760,06/10/2019,2018
Communic/Electronics,B,912787,21750,934537,06/10/2019,2018
Construction,C,168575,11000,179575,06/10/2019,2018
Defense,D,27862,5000,32862,06/10/2019,2018
Energy/Nat Resource,E,144417,10000,154417,06/10/2019,2018
Finance/Insur/RealEst,F,1447592,16000,1463592,06/10/2019,2018
Health,H,563868,26666,590534,06/10/2019,2018
Lawyers & Lobbyists,K,1754649,24083,1778732,06/10/2019,2018
Transportation,M,48905,6500,55405,06/10/2019,2018
Misc Business,N,789867,11000,800867,06/10/2019,2018
Labor,P,9381,303500,312881,06/10/2019,2018
Ideology/Single-Issue,Q,1790695,558151,2348846,06/10/2019,2018
Other,W,4264567,1500,4266067,06/10/2019,2018
