sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,52800,223500,276300,03/20/2023,2022
Communic/Electronics,B,3750,20000,23750,03/20/2023,2022
Construction,C,31800,68000,99800,03/20/2023,2022
Energy/Nat Resource,E,16600,44500,61100,03/20/2023,2022
Finance/Insur/RealEst,F,114522,79500,194022,03/20/2023,2022
Health,H,13400,42500,55900,03/20/2023,2022
Lawyers & Lobbyists,K,73773,15750,89523,03/20/2023,2022
Transportation,M,28950,106000,134950,03/20/2023,2022
Misc Business,N,34925,55000,89925,03/20/2023,2022
Labor,P,0,37000,37000,03/20/2023,2022
Ideology/Single-Issue,Q,14050,84900,98950,03/20/2023,2022
Other,W,100555,1000,101555,03/20/2023,2022
