sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,26228,0,26228,06/10/2019,2018
Communic/Electronics,B,73022,0,73022,06/10/2019,2018
Construction,C,27622,0,27622,06/10/2019,2018
Defense,D,11874,0,11874,06/10/2019,2018
Energy/Nat Resource,E,12905,4500,17405,06/10/2019,2018
Finance/Insur/RealEst,F,80155,8500,88655,06/10/2019,2018
Health,H,44170,15500,59670,06/10/2019,2018
Lawyers & Lobbyists,K,164915,9750,174665,06/10/2019,2018
Transportation,M,8245,0,8245,06/10/2019,2018
Misc Business,N,96902,7700,104602,06/10/2019,2018
Labor,P,8156,98700,106856,06/10/2019,2018
Ideology/Single-Issue,Q,390544,195099,585643,06/10/2019,2018
Other,W,273477,4000,277477,06/10/2019,2018
