sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,4150,39000,43150,06/10/2019,2018
Communic/Electronics,B,4401,11500,15901,06/10/2019,2018
Construction,C,8025,9500,17525,06/10/2019,2018
Defense,D,27150,99200,126350,06/10/2019,2018
Energy/Nat Resource,E,3225,21500,24725,06/10/2019,2018
Finance/Insur/RealEst,F,51255,86250,137505,06/10/2019,2018
Health,H,20980,63000,83980,06/10/2019,2018
Lawyers & Lobbyists,K,49710,22500,72210,06/10/2019,2018
Transportation,M,10350,21500,31850,06/10/2019,2018
Misc Business,N,38520,24500,63020,06/10/2019,2018
Labor,P,2600,189000,191600,06/10/2019,2018
Ideology/Single-Issue,Q,25510,13500,39010,06/10/2019,2018
Other,W,64852,1000,65852,06/10/2019,2018
