sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,17625,8000,25625,03/20/2023,2022
Communic/Electronics,B,6250,26500,32750,03/20/2023,2022
Construction,C,7100,12000,19100,03/20/2023,2022
Defense,D,300,9000,9300,03/20/2023,2022
Energy/Nat Resource,E,10800,75500,86300,03/20/2023,2022
Finance/Insur/RealEst,F,74745,24500,99245,03/20/2023,2022
Health,H,31790,74500,106290,03/20/2023,2022
Lawyers & Lobbyists,K,30825,1000,31825,03/20/2023,2022
Transportation,M,16052,25500,41552,03/20/2023,2022
Misc Business,N,37450,40435,77885,03/20/2023,2022
Labor,P,0,11000,11000,03/20/2023,2022
Ideology/Single-Issue,Q,103301,124970,228271,03/20/2023,2022
Other,W,141705,2500,144205,03/20/2023,2022
