sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,16610,54500,71110,03/20/2023,2022
Communic/Electronics,B,14500,26000,40500,03/20/2023,2022
Construction,C,78645,20000,98645,03/20/2023,2022
Defense,D,0,5000,5000,03/20/2023,2022
Energy/Nat Resource,E,29200,53500,82700,03/20/2023,2022
Finance/Insur/RealEst,F,128300,69500,197800,03/20/2023,2022
Health,H,33300,32500,65800,03/20/2023,2022
Lawyers & Lobbyists,K,27300,21000,48300,03/20/2023,2022
Transportation,M,36800,23495,60295,03/20/2023,2022
Misc Business,N,38200,25500,63700,03/20/2023,2022
Labor,P,0,4000,4000,03/20/2023,2022
Ideology/Single-Issue,Q,50400,75500,125900,03/20/2023,2022
Other,W,122050,0,122050,03/20/2023,2022
