sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,6510,18000,24510,06/10/2019,2018
Communic/Electronics,B,14138,174500,188638,06/10/2019,2018
Construction,C,1235,25000,26235,06/10/2019,2018
Defense,D,3725,40500,44225,06/10/2019,2018
Energy/Nat Resource,E,8525,113500,122025,06/10/2019,2018
Finance/Insur/RealEst,F,59805,242500,302305,06/10/2019,2018
Health,H,9024,312750,321774,06/10/2019,2018
Lawyers & Lobbyists,K,101325,30000,131325,06/10/2019,2018
Transportation,M,10,50328,50338,06/10/2019,2018
Misc Business,N,155797,111048,266845,06/10/2019,2018
Labor,P,5250,177000,182250,06/10/2019,2018
Ideology/Single-Issue,Q,33135,44317,77452,06/10/2019,2018
Other,W,62136,2500,64636,06/10/2019,2018
