sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,444,25500,25944,03/20/2023,2022
Communic/Electronics,B,12422,35000,47422,03/20/2023,2022
Construction,C,2525,34500,37025,03/20/2023,2022
Defense,D,11750,7000,18750,03/20/2023,2022
Energy/Nat Resource,E,0,17500,17500,03/20/2023,2022
Finance/Insur/RealEst,F,51300,497300,548600,03/20/2023,2022
Health,H,8172,42000,50172,03/20/2023,2022
Lawyers & Lobbyists,K,33200,21500,54700,03/20/2023,2022
Transportation,M,2375,25500,27875,03/20/2023,2022
Misc Business,N,19320,23000,42320,03/20/2023,2022
Labor,P,250,167900,168150,03/20/2023,2022
Ideology/Single-Issue,Q,13250,36012,49262,03/20/2023,2022
Other,W,48471,1000,49471,03/20/2023,2022
