sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,254460,253900,508360,03/20/2023,2022
Communic/Electronics,B,33750,67000,100750,03/20/2023,2022
Construction,C,76834,59500,136334,03/20/2023,2022
Defense,D,8250,58000,66250,03/20/2023,2022
Energy/Nat Resource,E,49238,113695,162933,03/20/2023,2022
Finance/Insur/RealEst,F,299993,168400,468393,03/20/2023,2022
Health,H,60587,98000,158587,03/20/2023,2022
Lawyers & Lobbyists,K,102530,15500,118030,03/20/2023,2022
Transportation,M,24255,71500,95755,03/20/2023,2022
Misc Business,N,154326,98500,252826,03/20/2023,2022
Labor,P,0,83000,83000,03/20/2023,2022
Ideology/Single-Issue,Q,215855,651245,867100,03/20/2023,2022
Other,W,195698,0,195698,03/20/2023,2022
