sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,157405,267500,424905,06/10/2019,2018
Communic/Electronics,B,229124,319200,548324,06/10/2019,2018
Construction,C,276170,162750,438920,06/10/2019,2018
Defense,D,43749,133700,177449,06/10/2019,2018
Energy/Nat Resource,E,447055,617750,1064805,06/10/2019,2018
Finance/Insur/RealEst,F,2134793,1591597,3726390,06/10/2019,2018
Health,H,440682,839620,1280302,06/10/2019,2018
Lawyers & Lobbyists,K,743661,129100,872761,06/10/2019,2018
Transportation,M,226839,427000,653839,06/10/2019,2018
Misc Business,N,811082,688149,1499231,06/10/2019,2018
Labor,P,0,31000,31000,06/10/2019,2018
Ideology/Single-Issue,Q,578146,692536,1270682,06/10/2019,2018
Other,W,566418,27000,593418,06/10/2019,2018
