sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,5172,35000,40172,03/20/2023,2022
Communic/Electronics,B,61284,54000,115284,03/20/2023,2022
Construction,C,20649,15000,35649,03/20/2023,2022
Defense,D,110,0,110,03/20/2023,2022
Energy/Nat Resource,E,10170,7500,17670,03/20/2023,2022
Finance/Insur/RealEst,F,137756,114000,251756,03/20/2023,2022
Health,H,72303,77250,149553,03/20/2023,2022
Lawyers & Lobbyists,K,146865,12000,158865,03/20/2023,2022
Transportation,M,9300,20500,29800,03/20/2023,2022
Misc Business,N,35079,46500,81579,03/20/2023,2022
Labor,P,0,148500,148500,03/20/2023,2022
Ideology/Single-Issue,Q,47417,81992,129409,03/20/2023,2022
Other,W,425110,0,425110,03/20/2023,2022
