sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,50690,112000,162690,06/10/2019,2018
Communic/Electronics,B,164801,166500,331301,06/10/2019,2018
Construction,C,78328,9500,87828,06/10/2019,2018
Defense,D,96100,85000,181100,06/10/2019,2018
Energy/Nat Resource,E,38602,80500,119102,06/10/2019,2018
Finance/Insur/RealEst,F,474781,247916,722697,06/10/2019,2018
Health,H,164798,77000,241798,06/10/2019,2018
Lawyers & Lobbyists,K,500649,39231,539880,06/10/2019,2018
Transportation,M,54800,39200,94000,06/10/2019,2018
Misc Business,N,249955,110000,359955,06/10/2019,2018
Labor,P,0,193666,193666,06/10/2019,2018
Ideology/Single-Issue,Q,489658,206099,695757,06/10/2019,2018
Other,W,791045,0,791045,06/10/2019,2018
